edge_id,source_node,target_node,edge_type,description,weight,evidence_type,flow_layer
EDGE-01373,Elections,AuditRecord,MAPS_TO_OBJECT,Elections maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01374,Politics & governance,Offices,HAS_NICHE,Offices is a niche under Politics & governance,0.7,taxonomy,taxonomy
EDGE-01375,Offices,AF03,ACQUIRED_BY,Offices data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-01376,Offices,AF15,ACQUIRED_BY,Offices data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01377,Offices,AF19,ACQUIRED_BY,Offices data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01378,Offices,Person,MAPS_TO_OBJECT,Offices maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01379,Offices,Organisation,MAPS_TO_OBJECT,Offices maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01380,Offices,Event,MAPS_TO_OBJECT,Offices maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01381,Offices,AuditRecord,MAPS_TO_OBJECT,Offices maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01382,Politics & governance,Boundaries,HAS_NICHE,Boundaries is a niche under Politics & governance,0.7,taxonomy,taxonomy
EDGE-01383,Boundaries,AF18,ACQUIRED_BY,Boundaries data can be acquired via AF18,0.65,acquisition mapping,source acquisition
EDGE-01384,Boundaries,AF08,ACQUIRED_BY,Boundaries data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01385,Boundaries,AF16,ACQUIRED_BY,Boundaries data can be acquired via AF16,0.65,acquisition mapping,source acquisition
EDGE-01386,Boundaries,Person,MAPS_TO_OBJECT,Boundaries maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01387,Boundaries,Organisation,MAPS_TO_OBJECT,Boundaries maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01388,Boundaries,Event,MAPS_TO_OBJECT,Boundaries maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01389,Boundaries,AuditRecord,MAPS_TO_OBJECT,Boundaries maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01390,Politics & governance,Parties,HAS_NICHE,Parties is a niche under Politics & governance,0.7,taxonomy,taxonomy
EDGE-01391,Parties,AF01,ACQUIRED_BY,Parties data can be acquired via AF01,0.65,acquisition mapping,source acquisition
EDGE-01392,Parties,AF06,ACQUIRED_BY,Parties data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-01393,Parties,AF15,ACQUIRED_BY,Parties data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01394,Parties,Person,MAPS_TO_OBJECT,Parties maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01395,Parties,Organisation,MAPS_TO_OBJECT,Parties maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01396,Parties,Event,MAPS_TO_OBJECT,Parties maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01397,Parties,AuditRecord,MAPS_TO_OBJECT,Parties maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01398,Politics & governance,Votes,HAS_NICHE,Votes is a niche under Politics & governance,0.7,taxonomy,taxonomy
EDGE-01399,Votes,AF05,ACQUIRED_BY,Votes data can be acquired via AF05,0.65,acquisition mapping,source acquisition
EDGE-01400,Votes,AF09,ACQUIRED_BY,Votes data can be acquired via AF09,0.65,acquisition mapping,source acquisition
EDGE-01401,Votes,Person,MAPS_TO_OBJECT,Votes maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01402,Votes,Organisation,MAPS_TO_OBJECT,Votes maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01403,Votes,Event,MAPS_TO_OBJECT,Votes maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01404,Votes,AuditRecord,MAPS_TO_OBJECT,Votes maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01405,Politics & governance,Campaign finance,HAS_NICHE,Campaign finance is a niche under Politics & governance,0.7,taxonomy,taxonomy
EDGE-01406,Campaign finance,AF06,ACQUIRED_BY,Campaign finance data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-01407,Campaign finance,AF02,ACQUIRED_BY,Campaign finance data can be acquired via AF02,0.65,acquisition mapping,source acquisition
EDGE-01408,Campaign finance,AF15,ACQUIRED_BY,Campaign finance data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01409,Campaign finance,Person,MAPS_TO_OBJECT,Campaign finance maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01410,Campaign finance,Organisation,MAPS_TO_OBJECT,Campaign finance maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01411,Campaign finance,Event,MAPS_TO_OBJECT,Campaign finance maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01412,Campaign finance,AuditRecord,MAPS_TO_OBJECT,Campaign finance maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01413,Politics & governance,Policy positions,HAS_NICHE,Policy positions is a niche under Politics & governance,0.7,taxonomy,taxonomy
EDGE-01414,Policy positions,AF04,ACQUIRED_BY,Policy positions data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-01415,Policy positions,AF07,ACQUIRED_BY,Policy positions data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-01416,Policy positions,AF08,ACQUIRED_BY,Policy positions data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01417,Policy positions,Person,MAPS_TO_OBJECT,Policy positions maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01418,Policy positions,Organisation,MAPS_TO_OBJECT,Policy positions maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01419,Policy positions,Event,MAPS_TO_OBJECT,Policy positions maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01420,Policy positions,AuditRecord,MAPS_TO_OBJECT,Policy positions maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01421,Politics & governance,Public sentiment,HAS_NICHE,Public sentiment is a niche under Politics & governance,0.7,taxonomy,taxonomy
EDGE-01422,Public sentiment,AF19,ACQUIRED_BY,Public sentiment data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01423,Public sentiment,AF11,ACQUIRED_BY,Public sentiment data can be acquired via AF11,0.65,acquisition mapping,source acquisition
EDGE-01424,Public sentiment,AF15,ACQUIRED_BY,Public sentiment data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01425,Public sentiment,Person,MAPS_TO_OBJECT,Public sentiment maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01426,Public sentiment,Organisation,MAPS_TO_OBJECT,Public sentiment maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01427,Public sentiment,Event,MAPS_TO_OBJECT,Public sentiment maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01428,Public sentiment,AuditRecord,MAPS_TO_OBJECT,Public sentiment maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01429,Politics & governance,Diplomacy,HAS_NICHE,Diplomacy is a niche under Politics & governance,0.7,taxonomy,taxonomy
EDGE-01430,Diplomacy,AF17,ACQUIRED_BY,Diplomacy data can be acquired via AF17,0.65,acquisition mapping,source acquisition
EDGE-01431,Diplomacy,AF12,ACQUIRED_BY,Diplomacy data can be acquired via AF12,0.65,acquisition mapping,source acquisition
EDGE-01432,Diplomacy,AF20,ACQUIRED_BY,Diplomacy data can be acquired via AF20,0.65,acquisition mapping,source acquisition
EDGE-01433,Diplomacy,Person,MAPS_TO_OBJECT,Diplomacy maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01434,Diplomacy,Organisation,MAPS_TO_OBJECT,Diplomacy maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01435,Diplomacy,Event,MAPS_TO_OBJECT,Diplomacy maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01436,Diplomacy,AuditRecord,MAPS_TO_OBJECT,Diplomacy maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01437,Politics & governance,Governance indicators,HAS_NICHE,Governance indicators is a niche under Politics & governance,0.7,taxonomy,taxonomy
EDGE-01438,Governance indicators,AF03,ACQUIRED_BY,Governance indicators data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-01439,Governance indicators,AF15,ACQUIRED_BY,Governance indicators data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01440,Governance indicators,AF19,ACQUIRED_BY,Governance indicators data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01441,Governance indicators,Person,MAPS_TO_OBJECT,Governance indicators maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01442,Governance indicators,Organisation,MAPS_TO_OBJECT,Governance indicators maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01443,Governance indicators,Event,MAPS_TO_OBJECT,Governance indicators maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01444,Governance indicators,AuditRecord,MAPS_TO_OBJECT,Governance indicators maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01445,Security & conflict,Military assets,HAS_NICHE,Military assets is a niche under Security & conflict,0.7,taxonomy,taxonomy
EDGE-01446,Military assets,AF04,ACQUIRED_BY,Military assets data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-01447,Military assets,AF07,ACQUIRED_BY,Military assets data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-01448,Military assets,AF08,ACQUIRED_BY,Military assets data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01449,Military assets,Event,MAPS_TO_OBJECT,Military assets maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01450,Military assets,AuditRecord,MAPS_TO_OBJECT,Military assets maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01451,Security & conflict,Incidents,HAS_NICHE,Incidents is a niche under Security & conflict,0.7,taxonomy,taxonomy
EDGE-01452,Incidents,AF03,ACQUIRED_BY,Incidents data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-01453,Incidents,AF15,ACQUIRED_BY,Incidents data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01454,Incidents,AF19,ACQUIRED_BY,Incidents data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01455,Incidents,Event,MAPS_TO_OBJECT,Incidents maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01456,Incidents,AuditRecord,MAPS_TO_OBJECT,Incidents maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01457,Security & conflict,Terrorism,HAS_NICHE,Terrorism is a niche under Security & conflict,0.7,taxonomy,taxonomy
EDGE-01458,Terrorism,AF18,ACQUIRED_BY,Terrorism data can be acquired via AF18,0.65,acquisition mapping,source acquisition
EDGE-01459,Terrorism,AF08,ACQUIRED_BY,Terrorism data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01460,Terrorism,AF16,ACQUIRED_BY,Terrorism data can be acquired via AF16,0.65,acquisition mapping,source acquisition
EDGE-01461,Terrorism,Event,MAPS_TO_OBJECT,Terrorism maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01462,Terrorism,AuditRecord,MAPS_TO_OBJECT,Terrorism maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01463,Security & conflict,Crime,HAS_NICHE,Crime is a niche under Security & conflict,0.7,taxonomy,taxonomy
EDGE-01464,Crime,AF01,ACQUIRED_BY,Crime data can be acquired via AF01,0.65,acquisition mapping,source acquisition
EDGE-01465,Crime,AF06,ACQUIRED_BY,Crime data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-01466,Crime,AF15,ACQUIRED_BY,Crime data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01467,Crime,Event,MAPS_TO_OBJECT,Crime maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01468,Crime,AuditRecord,MAPS_TO_OBJECT,Crime maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01469,Security & conflict,Cyber threats,HAS_NICHE,Cyber threats is a niche under Security & conflict,0.7,taxonomy,taxonomy
EDGE-01470,Cyber threats,AF05,ACQUIRED_BY,Cyber threats data can be acquired via AF05,0.65,acquisition mapping,source acquisition
EDGE-01471,Cyber threats,AF09,ACQUIRED_BY,Cyber threats data can be acquired via AF09,0.65,acquisition mapping,source acquisition
EDGE-01472,Cyber threats,Event,MAPS_TO_OBJECT,Cyber threats maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01473,Cyber threats,AuditRecord,MAPS_TO_OBJECT,Cyber threats maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01474,Security & conflict,Humanitarian crises,HAS_NICHE,Humanitarian crises is a niche under Security & conflict,0.7,taxonomy,taxonomy
EDGE-01475,Humanitarian crises,AF06,ACQUIRED_BY,Humanitarian crises data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-01476,Humanitarian crises,AF02,ACQUIRED_BY,Humanitarian crises data can be acquired via AF02,0.65,acquisition mapping,source acquisition
EDGE-01477,Humanitarian crises,AF15,ACQUIRED_BY,Humanitarian crises data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01478,Humanitarian crises,Event,MAPS_TO_OBJECT,Humanitarian crises maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01479,Humanitarian crises,AuditRecord,MAPS_TO_OBJECT,Humanitarian crises maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01480,Security & conflict,Borders,HAS_NICHE,Borders is a niche under Security & conflict,0.7,taxonomy,taxonomy
EDGE-01481,Borders,AF04,ACQUIRED_BY,Borders data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-01482,Borders,AF07,ACQUIRED_BY,Borders data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-01483,Borders,AF08,ACQUIRED_BY,Borders data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01484,Borders,Event,MAPS_TO_OBJECT,Borders maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01485,Borders,AuditRecord,MAPS_TO_OBJECT,Borders maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01486,Security & conflict,Emergency services,HAS_NICHE,Emergency services is a niche under Security & conflict,0.7,taxonomy,taxonomy
EDGE-01487,Emergency services,AF19,ACQUIRED_BY,Emergency services data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01488,Emergency services,AF11,ACQUIRED_BY,Emergency services data can be acquired via AF11,0.65,acquisition mapping,source acquisition
EDGE-01489,Emergency services,AF15,ACQUIRED_BY,Emergency services data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01490,Emergency services,Event,MAPS_TO_OBJECT,Emergency services maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01491,Emergency services,AuditRecord,MAPS_TO_OBJECT,Emergency services maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01492,Security & conflict,Intelligence reports,HAS_NICHE,Intelligence reports is a niche under Security & conflict,0.7,taxonomy,taxonomy
EDGE-01493,Intelligence reports,AF17,ACQUIRED_BY,Intelligence reports data can be acquired via AF17,0.65,acquisition mapping,source acquisition
EDGE-01494,Intelligence reports,AF12,ACQUIRED_BY,Intelligence reports data can be acquired via AF12,0.65,acquisition mapping,source acquisition
EDGE-01495,Intelligence reports,AF20,ACQUIRED_BY,Intelligence reports data can be acquired via AF20,0.65,acquisition mapping,source acquisition
EDGE-01496,Intelligence reports,Event,MAPS_TO_OBJECT,Intelligence reports maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01497,Intelligence reports,AuditRecord,MAPS_TO_OBJECT,Intelligence reports maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01498,Security & conflict,Rules of engagement/policy,HAS_NICHE,Rules of engagement/policy is a niche under Security & conflict,0.7,taxonomy,taxonomy
EDGE-01499,Rules of engagement/policy,AF03,ACQUIRED_BY,Rules of engagement/policy data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-01500,Rules of engagement/policy,AF15,ACQUIRED_BY,Rules of engagement/policy data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01501,Rules of engagement/policy,AF19,ACQUIRED_BY,Rules of engagement/policy data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01502,Rules of engagement/policy,Event,MAPS_TO_OBJECT,Rules of engagement/policy maps to ontology object Event,0.7,ontology mapping,ontology
