interaction,verb,mood,science,effects,anim_a,anim_b,llm_prompt
inspire,inspires,content,seismology,"morale+,drive+",talk,talk,"Two minions in the seismology guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,semiconductor,"morale+,drive+",talk,talk,"Two minions in the semiconductor guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,signal,"morale+,drive+",talk,talk,"Two minions in the signal guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,spectroscopy,"morale+,drive+",talk,talk,"Two minions in the spectroscopy guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,statmech,"morale+,drive+",talk,talk,"Two minions in the statmech guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,structural,"morale+,drive+",talk,talk,"Two minions in the structural guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,tribology,"morale+,drive+",talk,talk,"Two minions in the tribology guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,veterinary,"morale+,drive+",talk,talk,"Two minions in the veterinary guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,acoustics,"morale+,drive+",talk,talk,"Two minions in the acoustics guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,aerodynamics,"morale+,drive+",talk,talk,"Two minions in the aerodynamics guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,agronomy,"morale+,drive+",talk,talk,"Two minions in the agronomy guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,astronomy,"morale+,drive+",talk,talk,"Two minions in the astronomy guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,atmoschem,"morale+,drive+",talk,talk,"Two minions in the atmoschem guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,biology,"morale+,drive+",talk,talk,"Two minions in the biology guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,biomechanics,"morale+,drive+",talk,talk,"Two minions in the biomechanics guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,chemistry,"morale+,drive+",talk,talk,"Two minions in the chemistry guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,combustion,"morale+,drive+",talk,talk,"Two minions in the combustion guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,control,"morale+,drive+",talk,talk,"Two minions in the control guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,crypto,"morale+,drive+",talk,talk,"Two minions in the crypto guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,crystallography,"morale+,drive+",talk,talk,"Two minions in the crystallography guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,cs_ai,"morale+,drive+",talk,talk,"Two minions in the cs_ai guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,earth,"morale+,drive+",talk,talk,"Two minions in the earth guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,ecology,"morale+,drive+",talk,talk,"Two minions in the ecology guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,economics,"morale+,drive+",talk,talk,"Two minions in the economics guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,electrochem,"morale+,drive+",talk,talk,"Two minions in the electrochem guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,electronics,"morale+,drive+",talk,talk,"Two minions in the electronics guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,engineering,"morale+,drive+",talk,talk,"Two minions in the engineering guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,epidemiology,"morale+,drive+",talk,talk,"Two minions in the epidemiology guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,fluids,"morale+,drive+",talk,talk,"Two minions in the fluids guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,foodscience,"morale+,drive+",talk,talk,"Two minions in the foodscience guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,forestry,"morale+,drive+",talk,talk,"Two minions in the forestry guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,geodesy,"morale+,drive+",talk,talk,"Two minions in the geodesy guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,geology,"morale+,drive+",talk,talk,"Two minions in the geology guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,geotechnical,"morale+,drive+",talk,talk,"Two minions in the geotechnical guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,heattransfer,"morale+,drive+",talk,talk,"Two minions in the heattransfer guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,hydrogeology,"morale+,drive+",talk,talk,"Two minions in the hydrogeology guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,hydrology,"morale+,drive+",talk,talk,"Two minions in the hydrology guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,immunology,"morale+,drive+",talk,talk,"Two minions in the immunology guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,linguistics,"morale+,drive+",talk,talk,"Two minions in the linguistics guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,materials,"morale+,drive+",talk,talk,"Two minions in the materials guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,math,"morale+,drive+",talk,talk,"Two minions in the math guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,medicine,"morale+,drive+",talk,talk,"Two minions in the medicine guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,metallurgy,"morale+,drive+",talk,talk,"Two minions in the metallurgy guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,neuro,"morale+,drive+",talk,talk,"Two minions in the neuro guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,nuclear,"morale+,drive+",talk,talk,"Two minions in the nuclear guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,ocean,"morale+,drive+",talk,talk,"Two minions in the ocean guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,optics,"morale+,drive+",talk,talk,"Two minions in the optics guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,bored,pharmacology,"morale+,drive+",talk,talk,"Two minions in the pharmacology guild: A ({name_a}, bored) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
