acquisition_point_id,base_id,name,source_strategy,ontology_object,cause_input,effect_output,foundry_use,gotham_use,apollo_use,aip_use,vector_namespace,graph_edges,quality_gates,policy_controls,user_interaction,backend_flow
AP-00663,PA0013,Air quality PM2.5 exceedance / entity link / city,OpenAQ + EPA AirNow,AirQualityMeasurement,Pollutant rise affects public health/workforce,Health alert,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.airqualitymeasurement,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00664,PA0014,AIS vessel anomaly near port / entity link / city,MarineCadastre/AIS licensed,VesselMovement,Unexpected vessel movement affects port/security/logistics,Maritime triage,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.vesselmovement,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00665,PA0015,ADS-B aircraft diversion pattern / entity link / city,OpenSky licensed/public,AircraftMovement,Flight deviation affects airspace/airport ops,Aviation ops,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.aircraftmovement,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00666,PA0016,NOTAM operational restriction / entity link / city,FAA/ICAO data,AirspaceRestriction,NOTAM constrains aviation routes and missions,Flight planning,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.airspacerestriction,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00667,PA0017,Port/wharf water level and tide / entity link / city,NOAA CO-OPS,WaterLevelMeasurement,Water level affects berth/wharf operations,Port ops,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.waterlevelmeasurement,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00668,PA0018,BGP route leak or hijack signal / entity link / city,BGPStream/RIPEstat,CyberNetworkEvent,Routing anomaly affects communications and cyber posture,Cyber incident,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.cybernetworkevent,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00669,PA0019,Certificate transparency suspicious issue / entity link / city,crt.sh/Censys licensed,CertificateEvent,New cert affects domain trust/infrastructure risk,Cyber investigation,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.certificateevent,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00670,PA0020,Known exploited vulnerability update / entity link / city,CISA KEV/NVD,Vulnerability,New KEV changes remediation priority,Patch workflow,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.vulnerability,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00671,PA0021,Company filing material event / entity link / city,SEC EDGAR,CompanyFiling,Filing changes corporate risk and entity profile,Due diligence,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.companyfiling,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00672,PA0022,Beneficial ownership update / entity link / city,OpenOwnership/GLEIF,OwnershipRelationship,Ownership change affects sanctions/procurement risk,Compliance review,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.ownershiprelationship,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
